receiver_deployment_id,receiver_name,purchasing_organisation,receiver_project_name,receiver_status,receiver_deployment_datetime,installation_name,station_name,receiver_deployment_longitude,receiver_deployment_latitude,depth_below_surface,receiver_recovery_datetime,receiver_recovery_longitude,receiver_recovery_latitude,active
136639334,VR2W-104197,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E6,146.95222,-19.22823,,2014-05-01 00:00:00,146.95222,-19.22823,NO
136579043,VR2W-105934,Australian Institute of Marine Science,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E12,146.99435,-19.20958,,2014-05-02 00:00:00,146.99435,-19.20958,NO
136639179,VR2W-104195,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E7,146.96658,-19.21652,,2014-05-06 00:00:00,146.96658,-19.21652,NO
136639253,VR2W-104913,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E3,146.90357,-19.2635,,2014-05-02 00:00:00,146.90357,-19.2635,NO
136578475,VR2W-105938,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E10,147.00768,-19.18438,,2014-05-06 00:00:00,147.00768,-19.18438,NO
136578665,VR2W-105937,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E9,146.99233,-19.19747,,2014-05-02 00:00:00,146.99233,-19.19747,NO
136639340,VR2W-105932,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E20,146.90173,-19.29613,,2014-03-18 00:00:00,146.90173,-19.29613,NO
136580329,VR2W-109109,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E21,146.91738,-19.28952,,2014-03-18 00:00:00,146.91738,-19.28952,NO
136627366,VR2W-107810,Australian Institute of Marine Science,JCU Cleveland Bay,RECOVERED,2013-10-30 00:00:00,Cleveland Bay,E13,146.98017,-19.22022,,2014-05-02 00:00:00,146.98017,-19.22022,NO
136579604,VR2W-109095,IMOS Animal Tracking Facility,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W2,146.7979,-19.22012,,2014-04-08 00:00:00,146.7979,-19.22012,NO
136577692,VR2W-102049,IMOS Animal Tracking Facility,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,C4,146.82491,-19.17472,,2014-03-20 00:00:00,146.82491,-19.17472,NO
136577966,VR2W-102895,Australian Institute of Marine Science,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,C8,146.84323,-19.18343,,2014-04-29 00:00:00,146.84323,-19.18343,NO
136577869,VR2W-103684,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,C7,146.83626,-19.18312,,2014-04-29 00:00:00,146.83626,-19.18312,NO
136639221,VR2W-109100,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W8,146.80875,-19.18185,,2014-04-29 00:00:00,146.80875,-19.18185,NO
136579359,VR2W-109103,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W11,146.77802,-19.18885,,2014-05-01 00:00:00,146.77802,-19.18885,NO
136579525,VR2W-109108,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W16,146.77193,-19.17502,,2014-05-01 00:00:00,146.77193,-19.17502,NO
136580068,VR2W-109104,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W12,146.78715,-19.18052,,2014-05-01 00:00:00,146.78715,-19.18052,NO
136639328,VR2W-109107,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W15,146.78065,-19.1669,,2014-05-01 00:00:00,146.78065,-19.1669,NO
136628045,VR2W-111252,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W17,146.77031,-19.15564,,2014-04-09 00:00:00,146.77031,-19.15564,NO
136639109,VR2W-114293,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-29 00:00:00,Cleveland Bay,W9,146.7985,-19.19175,,2014-05-01 00:00:00,146.7985,-19.19175,NO
129682064,VR2W-109599,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:58,Sydney Harbour,Bradley's Head - Iso mark,151.24903,-33.85628,,2015-06-17 23:04:01,151.24903,-33.85628,NO
129682020,VR2W-112170,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:58,Sydney Harbour,Garden Island,151.23006,-33.8571,,2015-05-29 03:59:05,151.23006,-33.8571,NO
129682048,VR2W-109608,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:53,Sydney Harbour,Rushcutter's Bay,151.23419,-33.86635,,2015-05-29 04:30:30,151.23419,-33.86635,NO
129682024,VR2W-109592,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:51,Sydney Harbour,Goat Island - Red,151.19888,-33.8506,,2015-05-29 03:03:37,151.19888,-33.8506,NO
129682032,VR2W-112190,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:49,Sydney Harbour,Lane Cove,151.16138,-33.8332,,2015-05-29 02:16:35,151.16138,-33.8332,NO
129682028,VR2W-115181,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:47,Sydney Harbour,Hen and Chicken,151.11957,-33.85106,,2015-05-29 01:11:29,151.11957,-33.85106,NO
129682040,VR2W-119285,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:45,Sydney Harbour,Opp. Peacock Point,151.194207,-33.861788,,2015-05-29 03:22:48,151.194207,-33.861788,NO
129681994,VR2W-110496,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:44,Sydney Harbour,Balls Head,151.19308,-33.84796,,2015-05-29 03:02:15,151.19308,-33.84796,NO
129681990,VR2W-103694,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:42,Sydney Harbour,Abbotsford,151.130101,-33.843028,,2015-05-29 00:30:53,151.130101,-33.843028,NO
129682010,VR2W-106950,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:42,Sydney Harbour,Chiswick,151.13855,-33.84506,,2015-05-29 01:39:25,151.13855,-33.84506,NO
129682014,VR2W-115227,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:42,Sydney Harbour,Clark Island,151.24205,-33.86261,,2015-05-29 04:29:54,151.24205,-33.86261,NO
129682004,VR2W-100734,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:41,Sydney Harbour,Cabarita Park,151.11714,-33.84079,,2015-05-29 01:00:00,151.11714,-33.84079,NO
129681996,VR2W-121042,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:41,Sydney Harbour,"Balmain, Elliot St",151.16849,-33.85513,,2015-05-29 02:34:43,151.16849,-33.85513,NO
129682036,VR2W-106275,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:40,Sydney Harbour,Mortlake Point,151.10406,-33.83384,,2015-05-29 00:50:19,151.10406,-33.83384,NO
129682022,VR2W-109594,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:27,Sydney Harbour,Goat Island - Green,151.191785,-33.853313,,2015-05-29 01:15:51,151.191785,-33.853313,NO
129682030,VR2W-110520,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:23,Sydney Harbour,Kirribilli,151.21889,-33.85288,,2015-05-29 01:52:57,151.21889,-33.85288,NO
129682054,VR2W-110488,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:17,Sydney Harbour,Spectacle Island - Red,151.16574,-33.84655,,2015-05-29 02:01:43,151.16574,-33.84655,NO
129682038,VR2W-115233,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:14,Sydney Harbour,Opera House,151.215518,-33.855709,,2015-05-29 03:47:58,151.215518,-33.855709,NO
129682034,VR2W-104117,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RETURNED_TO_VENDOR,2013-10-25 23:00:13,Sydney Harbour,Mann Point,151.1862,-33.84328,,2015-05-29 02:46:32,151.1862,-33.84328,NO
129682042,VR2W-104125,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RETURNED_TO_VENDOR,2013-10-25 23:00:13,Sydney Harbour,Point Piper Naval Mooring,151.2471,-33.86096,,2015-01-21 23:07:42,151.2471,-33.86096,NO
129682066,VR2W-110521,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:05,Sydney Harbour,Spectacle Island - Green,151.16405,-33.85018,,2015-05-29 01:52:57,151.16405,-33.85018,NO
129681992,VR2W-115187,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,RECOVERED,2013-10-25 23:00:05,Sydney Harbour,Archer Point,151.07347,-33.8194,,2015-05-29 00:22:50,151.07347,-33.8194,NO
129682726,VR2W-121361,NSW Department of Primary Industries,NSW DPI Movements of Coastal Sharks,LOST,2013-10-25 23:00:01,Sydney Harbour,Darling Harbour,151.197977,-33.863133,,2015-06-18 06:47:03,151.197977,-33.863133,NO
113441951,VR2W-113882,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-24 00:30:00,Upper Logan River,DSSMD,153.04112,-27.76967,,2014-03-12 23:42:00,153.04112,-27.76967,NO
113441911,VR2W-115003,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-24 00:16:00,Upper Logan River,DSSMC,153.04124,-27.77066,,2014-03-11 23:23:00,153.04124,-27.77066,NO
136639240,VR2W-109096,IMOS Animal Tracking Facility,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W3,146.80068,-19.20782,,2014-05-01 00:00:00,146.80068,-19.20782,NO
136576882,VR2W-103680,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,C1,146.81236,-19.16909,,2014-04-29 00:00:00,146.81236,-19.16909,NO
136579166,VR2W-109099,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W7,146.82703,-19.18675,,2014-04-29 00:00:00,146.82703,-19.18675,NO
136579439,VR2W-109106,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W14,146.78883,-19.15703,,2014-04-29 00:00:00,146.78883,-19.15703,NO
136639283,VR2W-109027,Australian Institute of Marine Science,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,C6,146.81947,-19.18344,,2014-03-17 00:00:00,146.81947,-19.18344,NO
136639271,VR2W-109029,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,C2,146.80553,-19.17579,,2014-04-29 00:00:00,146.80553,-19.17579,NO
136627880,VR2W-110637,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W19,146.77727,-19.13962,,2014-04-09 00:00:00,146.77727,-19.13962,NO
136628114,VR2W-110636,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W20,146.76697,-19.13725,,2014-04-09 00:00:00,146.76697,-19.13725,NO
136628358,VR2W-110638,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,C3,146.81433,-19.18111,,2014-03-17 00:00:00,146.81433,-19.18111,NO
136639161,VR2W-114296,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-24 00:00:00,Cleveland Bay,W4,146.80975,-19.21105,,2014-04-08 00:00:00,146.80975,-19.21105,NO
113441991,VR2W-113894,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 06:42:00,Upper Logan River,DSSMA,153.00916,-27.79898,,2014-03-13 01:11:04,153.00916,-27.79898,NO
113441969,VR2W-115000,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 06:26:00,Upper Logan River,DSSMB,153.01074,-27.79794,,2014-03-13 00:56:40,153.01074,-27.79794,NO
113442042,VR2W-114998,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 05:48:00,Upper Logan River,USSMA,153.02224,-27.81198,,2014-03-13 02:30:35,153.02224,-27.81198,NO
113442013,VR2W-113887,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 05:37:00,Upper Logan River,USSMB,153.0254,-27.80943,,2014-03-13 01:54:57,153.0254,-27.80943,NO
85055409,VR2W-113916,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 04:08:03,Upper Logan River,USCGA,152.97005,-27.84251,,2013-12-02 01:59:13,152.97005,-27.84251,NO
85055420,VR2W-113921,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 03:54:01,Upper Logan River,USCGB,152.97212,-27.84484,,2013-12-02 02:13:40,152.97212,-27.84484,NO
113442089,VR2W-113883,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 01:54:00,Upper Logan River,TBLJA,152.93111,-27.83984,,2014-03-14 04:37:04,152.93111,-27.83984,NO
113442078,VR2W-122927,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-23 00:36:00,Upper Logan River,USCGC,152.94356,-27.86341,,2014-12-10 02:06:13,152.94356,-27.86341,NO
136628307,VR2W-107808,IMOS Animal Tracking Facility,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E24,146.96757,-19.24632,,2014-05-02 00:00:00,146.96757,-19.24632,NO
136580635,VR2W-110639,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E25,146.98095,-19.23517,,2014-05-02 00:00:00,146.98095,-19.23517,NO
136627426,VR2W-107806,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E14,146.9665,-19.23075,,2014-05-06 00:00:00,146.9665,-19.23075,NO
136627487,VR2W-107812,Australian Institute of Marine Science,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E15,146.9524,-19.24463,,2014-05-01 00:00:00,146.9524,-19.24463,NO
136627543,VR2W-107815,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E16,146.93515,-19.25467,,2014-05-01 00:00:00,146.93515,-19.25467,NO
136627680,VR2W-107807,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E17,146.91876,-19.26602,,2014-05-02 00:00:00,146.91876,-19.26602,NO
136628220,VR2W-107805,James Cook University,JCU Cleveland Bay,RECOVERED,2013-10-23 00:00:00,Cleveland Bay,E22,146.93757,-19.26945,,2014-05-06 00:00:00,146.93757,-19.26945,NO
113442144,VR2W-122929,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 23:51:00,Upper Logan River,DSBWD,152.96173,-27.92289,,2014-12-09 05:17:09,152.96173,-27.92289,NO
113442177,VR2W-113924,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 22:59:00,Upper Logan River,UBRM,152.92639,-28.08028,,2014-12-09 03:29:06,152.92639,-28.08028,NO
97621265,VR2W-109856,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-22 18:00:00,Logan,A173,153.22466,-27.72373,3.7,,,,NO
97510226,VR2W-103629,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-22 14:45:00,Logan,JACOB,153.37346,-27.78098,3.7,,,,NO
113442100,VR2W-113925,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 05:40:00,Upper Logan River,DBWDI,152.9664,-27.9857,,2014-12-09 02:17:06,152.9664,-27.9857,NO
113442133,VR2W-115002,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 04:56:00,Upper Logan River,DSBGPB,152.94894,-28.00344,,2014-12-09 01:19:27,152.94894,-28.00344,NO
139946590,VR2W-123521,Charles Darwin University,NESP Northern Australian hotspots for the recovery of threatened euryhaline species,DEPLOYED,2013-10-22 03:45:00,West Alligator River,WA02,132.27701,-12.24075,,,,,NO
113442122,VR2W-120330,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 03:21:00,Upper Logan River,DSBGPA,152.94786,-28.0031,,2014-12-09 01:03:53,152.94786,-28.0031,NO
113442111,VR2W-113895,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 02:43:00,Upper Logan River,DSBW,152.94556,-28.00521,,2014-12-09 00:24:06,152.94556,-28.00521,NO
139946588,VR2W-123116,Charles Darwin University,NESP Northern Australian hotspots for the recovery of threatened euryhaline species,DEPLOYED,2013-10-22 02:40:00,West Alligator River,WA01,132.28006,-12.24507,,,,,NO
113442166,VR2W-113922,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 02:03:00,Upper Logan River,USBWA,152.94801,-28.01247,,2014-12-07 23:18:00,152.94801,-28.01247,NO
113442155,VR2W-113919,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 01:49:00,Upper Logan River,USBWB,152.94823,-28.01114,,2014-12-07 23:03:47,152.94823,-28.01114,NO
77606865,VR2W-114664,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-22 00:49:00,IMOS-ATF / OTN Cape Barren Island line,CBL 34,148.77875,-40.51253,,2015-04-17 02:11:00,148.77875,-40.51253,NO
113442188,VR2W-120326,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-22 00:26:00,Upper Logan River,DSWDA,152.883809,-27.907743,,2014-12-10 00:00:00,152.883809,-27.907743,NO
77606831,VR2W-113127,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 23:42:00,IMOS-ATF / OTN Cape Barren Island line,CBL 20,148.65298,-40.48164,30.0,2015-04-15 03:52:00,148.65298,-40.48164,NO
77607013,VR2W-114678,Ocean Tracking Network,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 23:19:00,IMOS-ATF / OTN Cape Barren Island line,CBL 19,148.64426,-40.4793,,2015-04-15 03:29:00,148.64426,-40.4793,NO
77606862,VR2W-114663,Ocean Tracking Network,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 23:10:00,IMOS-ATF / OTN Cape Barren Island line,CBL 18,148.63507,-40.47718,,2015-04-15 03:09:00,148.63507,-40.47718,NO
77606859,VR2W-114660,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 22:54:00,IMOS-ATF / OTN Cape Barren Island line,CBL 16,148.6171,-40.47287,,2015-04-15 01:29:00,148.6171,-40.47287,NO
77606825,VR2W-101828,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 22:10:00,IMOS-ATF / OTN Cape Barren Island line,CBL 8,148.54552,-40.45523,30.0,2015-04-14 23:47:00,148.54552,-40.45523,NO
77606849,VR2W-114653,Ocean Tracking Network,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 21:45:00,IMOS-ATF / OTN Cape Barren Island line,CBL 6,148.5276,-40.45065,,2015-04-15 05:39:00,148.5276,-40.45065,NO
97613262,VR2W-109864,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-21 18:30:00,Logan,KALIN,153.40572,-27.73564,3.1,,,,NO
77606840,VR2W-101803,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 05:38:00,IMOS-ATF / OTN Cape Barren Island line,CBL 37,148.80569,-40.51916,30.0,2015-04-17 02:56:00,148.80569,-40.51916,NO
77606837,VR2W-106907,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 03:42:00,IMOS-ATF / OTN Cape Barren Island line,CBL 25,148.69812,-40.49216,30.0,2015-04-20 05:25:00,148.69812,-40.49216,NO
77606834,VR2W-106866,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 03:21:00,IMOS-ATF / OTN Cape Barren Island line,CBL 24,148.68912,-40.49055,30.0,2015-04-20 06:02:00,148.68912,-40.49055,NO
77606856,VR2W-114662,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 01:59:00,IMOS-ATF / OTN Cape Barren Island line,CBL 7,148.53656,-40.45298,,2015-04-15 05:17:00,148.53656,-40.45298,NO
77606819,VR2W-101725,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 00:50:00,IMOS-ATF / OTN Cape Barren Island line,CBL 1,148.48282,-40.43973,,2015-04-16 01:32:00,148.48282,-40.43973,NO
77607004,VR2W-114668,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-21 00:06:00,IMOS-ATF / OTN Cape Barren Island line,CBL 2,148.49184,-40.44185,,2015-04-16 00:48:00,148.49184,-40.44185,NO
97848765,VR2W-109867,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-21 00:00:00,Logan,LOGANM,153.35196,-27.69169,3.1,,,,NO
77606822,VR2W-106654,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-20 23:42:00,IMOS-ATF / OTN Cape Barren Island line,CBL 3,148.50079,-40.44412,,2015-04-16 00:00:00,148.50079,-40.44412,NO
77607007,VR2W-114671,Ocean Tracking Network,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-20 23:08:00,IMOS-ATF / OTN Cape Barren Island line,CBL 4,148.50972,-40.44619,,2015-04-15 23:08:00,148.50972,-40.44619,NO
77606846,VR2W-114657,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-20 22:30:00,IMOS-ATF / OTN Cape Barren Island line,CBL 5,148.51866,-40.44859,,2015-04-19 22:23:00,148.51866,-40.44859,NO
77607010,VR2W-114666,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-19 22:32:00,IMOS-ATF / OTN Cape Barren Island line,CBL 17,148.62624,-40.4752,,2015-04-15 02:51:00,148.62624,-40.4752,NO
77606828,VR2W-120741,IMOS Animal Tracking Facility,IMOS-ATF / OTN Cape Barren Island line,RECOVERED,2013-10-19 22:22:00,IMOS-ATF / OTN Cape Barren Island line,CBL 15,148.60828,-40.47075,30.0,2015-04-20 03:43:00,148.60828,-40.47075,NO
113442210,VR2W-122928,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-17 01:07:00,Upper Logan River,LREB,153.09268,-27.76565,,2014-12-14 23:38:11,153.09268,-27.76565,NO
113442221,VR2W-113915,QLD Department of Natural Resources and Mines,Logan River Catadromous Fish Migration,RECOVERED,2013-10-17 00:36:00,Upper Logan River,LREC,153.11747222,-27.73594444,,2014-12-08 03:11:58,153.11747222,-27.73594444,NO
111195181,VR2W-119287,NSW Department of Primary Industries,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),RECOVERED,2013-10-16 23:31:14,NSW DPI offshore FAD array,Sydney Mooring 140m,151.45,-34.0,25.0,2014-03-28 11:15:42,151.45,-34.0,NO
97500220,VR2W-103627,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-16 19:55:00,Logan,RBC186,153.26333,-27.69493,2.4,,,,NO
97575747,VR2W-109848,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-16 13:45:00,Logan,A175,153.20369,-27.73939,2.8,,,,NO
97609259,VR2W-109858,James Cook University,Logan River TERN network,DEPLOYED,2013-10-16 12:45:00,Logan,A176,153.19363,-27.76998,2.3,,,,NO
97848768,VR2W-109850,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-16 00:15:00,Logan,A172,153.21999,-27.71439,3.2,,,,NO
97581750,VR2W-109849,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 19:05:00,Logan,L183,153.24969,-27.69716,4.6,,,,NO
97602256,VR2W-109852,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 17:55:00,Logan,L177,153.21173,-27.67983,4.0,,,,NO
97490717,VR2W-103620,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 17:45:00,Logan,L184,153.28107,-27.69644,3.5,,,,NO
97598253,VR2W-109851,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 17:23:00,Logan,L181,153.18945,-27.70345,4.0,,,,NO
97567244,VR2W-109845,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 16:30:00,Logan,L178,153.16946,-27.68707,,,,,NO
97541732,VR2W-109841,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 16:20:00,Logan,A171,153.26333,-27.69493,3.1,,,,NO
97550735,VR2W-109842,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 15:07:00,Logan,L179,153.14574,-27.67913,4.0,,,,NO
97561241,VR2W-109844,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 14:40:00,Logan,L180,153.14195,-27.69717,3.0,,,,NO
97556665,VR2W-109843,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-14 13:15:00,Logan,L188,153.12491,-27.6992,4.1,,,,NO
97848762,VR2W-122991,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,DEPLOYED,2013-10-13 22:45:00,Logan,L185,153.32393,-27.7038,2.2,,,,NO
97848757,VR2W-103613,James Cook University,Logan River TERN network,DEPLOYED,2013-10-13 22:15:00,Logan,L189,153.11142,-27.73318,3.5,,,,NO
63320581,VR2W-103627,Commonwealth Scientific and Industrial Research Organisation,Logan River TERN network,RECOVERED,2013-10-05 15:05:37,Logan,RBC186,153.32146,-27.69244,2.4,2013-10-16 04:40:00,153.32146,-27.69244,NO
106006917,VR2W-113961,James Cook University,Townsville Reefs,RECOVERED,2013-09-30 07:10:00,Little Broadhurst Reef,Little Broadhurst 1,147.68538,-18.94443,,2014-04-15 06:30:36,147.68538,-18.94443,NO
